ZIP Code	County Name	State Code	State Name	City Name	Source	Success	Error
35549		AL	Alabama	Carbon Hill	googlemaps	No	
35552		AL	Alabama	Detroit	googlemaps	No	
35554		AL	Alabama	Eldridge	googlemaps	No	
35555		AL	Alabama	Fayette	googlemaps	No	
35563		AL	Alabama	Gu-Win	googlemaps	No	
35565		AL	Alabama	Haleyville	googlemaps	No	
35571		AL	Alabama	Hodges	googlemaps	No	
35572		AL	Alabama	Houston	googlemaps	No	
35574		AL	Alabama	Kennedy	googlemaps	No	
35575		AL	Alabama	Lynn	googlemaps	No	
35576		AL	Alabama	Millport	googlemaps	No	
35578		AL	Alabama	Nauvoo	googlemaps	No	
35579		AL	Alabama	Oakman	googlemaps	No	
35581		AL	Alabama	Phil Campbell	googlemaps	No	
35582		AL	Alabama	Red Bay	googlemaps	No	
35584	Walker County	AL	Alabama	Sipsey	googlemaps	Yes	
35585	Franklin County	AL	Alabama	Spruce Pine	googlemaps	Yes	
35593		AL	Alabama	Vina	googlemaps	No	
35594		AL	Alabama	Winfield	googlemaps	No	
35601		AL	Alabama	Decatur	googlemaps	No	
35610		AL	Alabama	Anderson	googlemaps	No	
35612	Limestone County	AL	Alabama	Athens	googlemaps	Yes	
35614		AL	Alabama	Athens	googlemaps	No	
35615	Limestone County	AL	Alabama	Belle Mina	googlemaps	Yes	
35616		AL	Alabama	Cherokee	googlemaps	No	
35619		AL	Alabama	Danville	googlemaps	No	
35621		AL	Alabama	Eva	googlemaps	No	
35622		AL	Alabama	Falkville	googlemaps	No	
35630		AL	Alabama	Florence	googlemaps	No	
35631	Lauderdale County	AL	Alabama	Florence	googlemaps	Yes	
35634	Lauderdale County	AL	Alabama	Florence	googlemaps	Yes	
35643		AL	Alabama	Hillsboro	googlemaps	No	
35650	Lawrence County	AL	Alabama	Moulton	googlemaps	Yes	
35651		AL	Alabama	Mount Hope	googlemaps	No	
35652		AL	Alabama	Rogersville	googlemaps	No	
35653		AL	Alabama	Littleville	googlemaps	No	
35654		AL	Alabama	Russellville	googlemaps	No	
35660		AL	Alabama	Sheffield	googlemaps	No	
35661		AL	Alabama	Muscle Shoals	googlemaps	No	
35672		AL	Alabama	Town Creek	googlemaps	No	
35673		AL	Alabama	Trinity	googlemaps	No	
35739		AL	Alabama	Ardmore	googlemaps	No	
35744	Jackson County	AL	Alabama	Dutton	googlemaps	Yes	
35748		AL	Alabama	Gurley	googlemaps	No	
35749		AL	Alabama	Harvest	googlemaps	No	
35754		AL	Alabama		googlemaps	No	
35755		AL	Alabama	Langston	googlemaps	No	
35756		AL	Alabama	Madison	googlemaps	No	
35757		AL	Alabama	Madison	googlemaps	No	
35758	Madison County	AL	Alabama	Triana	googlemaps	Yes	
35760		AL	Alabama	New Hope	googlemaps	No	
35765		AL	Alabama	Pisgah	googlemaps	No	
35769		AL	Alabama	Scottsboro	googlemaps	No	
35771		AL	Alabama	Section	googlemaps	No	
35773		AL	Alabama	Toney	googlemaps	No	
35775		AL	Alabama	VLHRMOSO SPGS	googlemaps	No	
35776		AL	Alabama	Woodville	googlemaps	No	
35901		AL	Alabama	Gadsden	googlemaps	No	
35903		AL	Alabama	Hokes Bluff	googlemaps	No	
35905		AL	Alabama	Gadsden	googlemaps	No	
35906		AL	Alabama	Rainbow City	googlemaps	No	
35951		AL	Alabama	Albertville	googlemaps	No	
35952		AL	Alabama	Susan Moore	googlemaps	No	
35954		AL	Alabama	Attalla	googlemaps	No	
35957		AL	Alabama	Sardis City	googlemaps	No	
35961		AL	Alabama	Collinsville	googlemaps	No	
35962		AL	Alabama	Crossville	googlemaps	No	
35966		AL	Alabama	Flat Rock	googlemaps	No	
35967		AL	Alabama	Fort Payne	googlemaps	No	
35972		AL	Alabama	Gallant	googlemaps	No	
35975		AL	Alabama	Grove Oak	googlemaps	No	
35976		AL	Alabama	Guntersville	googlemaps	No	
35978		AL	Alabama	Henagar	googlemaps	No	
35979		AL	Alabama	Higdon	googlemaps	No	
35980		AL	Alabama	Horton	googlemaps	No	
35984		AL	Alabama	Mentone	googlemaps	No	
36003		AL	Alabama	Autaugaville	googlemaps	No	
36005		AL	Alabama	Banks	googlemaps	No	
36006		AL	Alabama	Billingsley	googlemaps	No	
36009		AL	Alabama	Brantley	googlemaps	No	
36010		AL	Alabama	Brundidge	googlemaps	No	
36022		AL	Alabama	Deatsville	googlemaps	No	
36026		AL	Alabama	Equality	googlemaps	No	
36027		AL	Alabama	Bakerhill	googlemaps	No	
36028		AL	Alabama	Dozier	googlemaps	No	
36029		AL	Alabama	Fitzpatrick	googlemaps	No	
36030		AL	Alabama	Forest Home	googlemaps	No	
36032		AL	Alabama	Fort Deposit	googlemaps	No	
36033		AL	Alabama	Georgiana	googlemaps	No	
36035		AL	Alabama	Goshen	googlemaps	No	
36036		AL	Alabama	Grady	googlemaps	No	
36037		AL	Alabama	Greenville	googlemaps	No	
36039		AL	Alabama	Hardaway	googlemaps	No	
36042		AL	Alabama	Honoraville	googlemaps	No	
36043		AL	Alabama		googlemaps	No	
36046		AL	Alabama	Lapine	googlemaps	No	
36047		AL	Alabama	Letohatchee	googlemaps	No	
36048		AL	Alabama	Louisville	googlemaps	No	
36051		AL	Alabama	Marbury	googlemaps	No	
36052		AL	Alabama		googlemaps	No	
36053		AL	Alabama	Midway	googlemaps	No	
36054		AL	Alabama	Millbrook	googlemaps	No	
36064		AL	Alabama	Pike Road	googlemaps	No	
36066		AL	Alabama	Prattville	googlemaps	No	
36069		AL	Alabama	Ramer	googlemaps	No	
36071		AL	Alabama	Rutledge	googlemaps	No	
36075		AL	Alabama	Shorter	googlemaps	No	
36078		AL	Alabama	Tallassee	googlemaps	No	
36079		AL	Alabama	Troy	googlemaps	No	
36080		AL	Alabama	Titus	googlemaps	No	
36081		AL	Alabama	Troy	googlemaps	No	
36091		AL	Alabama	Verbena	googlemaps	No	
36108		AL	Alabama	Montgomery	googlemaps	No	
36110		AL	Alabama	Montgomery	googlemaps	No	
36203		AL	Alabama	Oxford	googlemaps	No	
36207		AL	Alabama	Anniston	googlemaps	No	
36251		AL	Alabama	Ashland	googlemaps	No	
36255		AL	Alabama	Cragford	googlemaps	No	
36256		AL	Alabama	Daviston	googlemaps	No	
36258		AL	Alabama	Delta	googlemaps	No	
36260		AL	Alabama		googlemaps	No	
36264		AL	Alabama	Heflin	googlemaps	No	
36266		AL	Alabama	Lineville	googlemaps	No	
36268		AL	Alabama	Munford	googlemaps	No	
36272		AL	Alabama	BRDN SPRNGS	googlemaps	No	
36274		AL	Alabama	Roanoke	googlemaps	No	
36276		AL	Alabama	Wadley	googlemaps	No	
36279		AL	Alabama	Wellington	googlemaps	No	
36301		AL	Alabama	Rehobeth	googlemaps	No	
36303		AL	Alabama	Dothan	googlemaps	No	
36305		AL	Alabama	Dothan	googlemaps	No	
36311		AL	Alabama	Ariton	googlemaps	No	
36316		AL	Alabama	Chancellor	googlemaps	No	
36317		AL	Alabama	Clopton	googlemaps	No	
36318		AL	Alabama	Coffee Springs	googlemaps	No	
36319		AL	Alabama	Columbia	googlemaps	No	
36322		AL	Alabama	Level Plains	googlemaps	No	
36330		AL	Alabama	Enterprise	googlemaps	No	
36345		AL	Alabama	Headland	googlemaps	No	
36350		AL	Alabama	Midland City	googlemaps	No	
36352		AL	Alabama	Newton	googlemaps	No	
36353		AL	Alabama	Newville	googlemaps	No	
36360		AL	Alabama	Ozark	googlemaps	No	
36374		AL	Alabama	Skipperville	googlemaps	No	
36375		AL	Alabama	Slocomb	googlemaps	No	
36401		AL	Alabama	Burnt Corn	googlemaps	No	
36420		AL	Alabama	Babbie	googlemaps	No	
36421		AL	Alabama	Andalusia	googlemaps	No	
36426		AL	Alabama	East Brewton	googlemaps	No	
36432		AL	Alabama	Castleberry	googlemaps	No	
36435		AL	Alabama	Coy	googlemaps	No	
36453		AL	Alabama	Kinston	googlemaps	No	
36456		AL	Alabama	McKenzie	googlemaps	No	
36460		AL	Alabama	Monroeville	googlemaps	No	
36467		AL	Alabama	Opp	googlemaps	No	
36471		AL	Alabama	Peterman	googlemaps	No	
36474		AL	Alabama	Red Level	googlemaps	No	
36475		AL	Alabama	Repton	googlemaps	No	
36477		AL	Alabama	Samson	googlemaps	No	
36480		AL	Alabama	Uriah	googlemaps	No	
36482		AL	Alabama	Whatley	googlemaps	No	
36483		AL	Alabama		googlemaps	No	
36502		AL	Alabama	Atmore	googlemaps	No	
36505		AL	Alabama	Axis	googlemaps	No	
36522		AL	Alabama	Citronelle	googlemaps	No	
36524		AL	Alabama	Coffeeville	googlemaps	No	
36525		AL	Alabama	Creola	googlemaps	No	
36540		AL	Alabama	Gainestown	googlemaps	No	
36545		AL	Alabama	Walker Springs	googlemaps	No	
36550		AL	Alabama	Little River	googlemaps	No	
36556		AL	Alabama	Malcolm	googlemaps	No	
36558		AL	Alabama	Bigbee	googlemaps	No	
36560		AL	Alabama	Mount Vernon	googlemaps	No	
36562		AL	Alabama	Perdido	googlemaps	No	
36579		AL	Alabama	Stockton	googlemaps	No	
36585		AL	Alabama	Wagarville	googlemaps	No	
36610		AL	Alabama		googlemaps	No	
36701		AL	Alabama	Selma	googlemaps	No	
36703		AL	Alabama	Selma	googlemaps	No	
36720		AL	Alabama	Alberta	googlemaps	No	
36722		AL	Alabama	Arlington	googlemaps	No	
36728		AL	Alabama	Catherine	googlemaps	No	
36732		AL	Alabama	Demopolis	googlemaps	No	
36738		AL	Alabama	Dayton	googlemaps	No	
36740		AL	Alabama	Forkland	googlemaps	No	
36742		AL	Alabama	Gallion	googlemaps	No	
36744		AL	Alabama	Greensboro	googlemaps	No	
36749		AL	Alabama	Jones	googlemaps	No	
36750		AL	Alabama	Maplesville	googlemaps	No	
36751		AL	Alabama	LWR PCH TREE	googlemaps	No	
36758		AL	Alabama	Plantersville	googlemaps	No	
36759		AL	Alabama	Marion Junction	googlemaps	No	
36761		AL	Alabama		googlemaps	No	
36765		AL	Alabama	Newbern	googlemaps	No	
36768		AL	Alabama	Pine Apple	googlemaps	No	
36773		AL	Alabama	Safford	googlemaps	No	
36775		AL	Alabama	Sardis	googlemaps	No	
36776		AL	Alabama	Sawyerville	googlemaps	No	
36783		AL	Alabama	Thomaston	googlemaps	No	
36784		AL	Alabama	Thomasville	googlemaps	No	
36785		AL	Alabama	Benton	googlemaps	No	
36786		AL	Alabama	Uniontown	googlemaps	No	
36792		AL	Alabama	Randolph	googlemaps	No	
36793		AL	Alabama	Lawley	googlemaps	No	
36801		AL	Alabama	Opelika	googlemaps	No	
36804		AL	Alabama	Opelika	googlemaps	No	
36830		AL	Alabama	Auburn	googlemaps	No	
36832		AL	Alabama	Auburn	googlemaps	No	
36850		AL	Alabama	Camp Hill	googlemaps	No	
36852		AL	Alabama	Cusseta	googlemaps	No	
36853		AL	Alabama	Dadeville	googlemaps	No	
36854		AL	Alabama	Valley	googlemaps	No	
36860		AL	Alabama	Hurtsboro	googlemaps	No	
36866		AL	Alabama	Notasulga	googlemaps	No	
36867		AL	Alabama	Phenix City	googlemaps	No	
36870		AL	Alabama	Phenix City	googlemaps	No	
36871		AL	Alabama	Pittsview	googlemaps	No	
36874		AL	Alabama	Salem	googlemaps	No	
36879		AL	Alabama	Auburn	googlemaps	No	
36912		AL	Alabama	Lisman	googlemaps	No	
36916		AL	Alabama	Pennington	googlemaps	No	
36919		AL	Alabama	Silas	googlemaps	No	
36921		AL	Alabama	Toxey	googlemaps	No	
36922		AL	Alabama	Ward	googlemaps	No	
36925		AL	Alabama	York	googlemaps	No	
57752		SD	South Dakota	Kyle	googlemaps	No	
71602		AR	Arkansas	White Hall	googlemaps	No	
71603		AR	Arkansas	Pine Bluff	googlemaps	No	
71630		AR	Arkansas	Arkansas City	googlemaps	No	
71631		AR	Arkansas	Banks	googlemaps	No	
71638		AR	Arkansas	Collins	googlemaps	No	
71639		AR	Arkansas	Dumas	googlemaps	No	
71642		AR	Arkansas	Fountain Hill	googlemaps	No	
71643		AR	Arkansas	Gould	googlemaps	No	
71644		AR	Arkansas	Grady	googlemaps	No	
71646		AR	Arkansas	Hamburg	googlemaps	No	
71647		AR	Arkansas	Hermitage	googlemaps	No	
71651		AR	Arkansas	Jersey	googlemaps	No	
71652		AR	Arkansas	Kingsland	googlemaps	No	
71653		AR	Arkansas	Lake Village	googlemaps	No	
71654		AR	Arkansas	McGehee	googlemaps	No	
71655		AR	Arkansas	Monticello	googlemaps	No	
71658		AR	Arkansas	Montrose	googlemaps	No	
71660		AR	Arkansas	New Edinburg	googlemaps	No	
71661		AR	Arkansas	Parkdale	googlemaps	No	
71663		AR	Arkansas	Portland	googlemaps	No	
71665		AR	Arkansas	Rison	googlemaps	No	
71667		AR	Arkansas	Star City	googlemaps	No	
71670		AR	Arkansas	Tillar	googlemaps	No	
71671		AR	Arkansas	Warren	googlemaps	No	
71674		AR	Arkansas	Watson	googlemaps	No	
71675		AR	Arkansas	Wilmar	googlemaps	No	
71676		AR	Arkansas	Wilmot	googlemaps	No	
71677		AR	Arkansas	Winchester	googlemaps	No	
71701		AR	Arkansas	Camden	googlemaps	No	
71720		AR	Arkansas	Bearden	googlemaps	No	
71725		AR	Arkansas	Carthage	googlemaps	No	
71726		AR	Arkansas	Reader	googlemaps	No	
71730		AR	Arkansas	El Dorado	googlemaps	No	
71740		AR	Arkansas	Emerson	googlemaps	No	
71742		AR	Arkansas	Fordyce	googlemaps	No	
71743		AR	Arkansas	Gurdon	googlemaps	No	
71747		AR	Arkansas	Huttig	googlemaps	No	
71750		Negeri Sembilan	Negeri Sembilan	Lenggeng	googlemaps	No	
71751		AR	Arkansas	Louann	googlemaps	No	
71752		AR	Arkansas	McNeil	googlemaps	No	
71753		AR	Arkansas	Magnolia	googlemaps	No	
